3,57
12,55
13,40
17,59
3,57
13,40
17,59
18,9
22,36
23,80
23,99
27,6
18,9
27,6
3,57
18,9
27,6
27,80
30,82
31,29
36,48
27,80
31,29
36,48
36,83
39,2
40,35
40,47
43,23
53,14
36,83
39,2
53,14
27,80
31,29
39,2
53,14
3,57
18,9
39,2
53,14
53,21
56,84
57,43
61,24
53,21
61,24
64,37
64,34
66,16
68,92
68,16
71,15
64,37
64,34
66,16
71,15
53,21
66,16
71,15
71,55
76,57
77,35
80,46
81,85
71,55
77,35
80,46
81,85
83,95
88,10
88,87
98,59
83,95
88,10
98,59
71,55
77,35
88,10
98,59
53,21
66,16
88,10
98,59
3,57
18,9
39,2
88,10
98,59
2,46
2,8
10,49
10,45
11,56
2,46
2,8
10,45
11,56
12,63
13,36
13,65
14,91
17,70
12,63
13,36
17,70
2,46
2,8
13,36
17,70
17,95
19,46
21,85
24,24
27,14
17,95
19,46
24,24
27,14
31,63
34,9
35,61
36,73
37,19
42,64
31,63
34,9
37,19
42,64
17,95
19,46
24,24
27,14
34,9
37,19
42,64
2,46
2,8
34,9
37,19
42,64
44,29
49,8
49,64
49,39
51,34
44,29
49,8
51,34
52,98
52,38
53,5
54,90
65,38
70,91
52,98
52,38
53,5
65,38
70,91
44,29
49,8
53,5
65,38
70,91
71,49
73,48
73,96
74,34
79,85
71,49
74,34
79,85
85,20
88,54
90,44
97,11
99,70
85,20
97,11
99,70
71,49
74,34
85,20
97,11
99,70
44,29
49,8
53,5
97,11
99,70
2,46
2,8
53,5
97,11
99,70
0,68
0,39
1,75
2,27
6,33
0,68
0,39
2,27
6,33
8,11
14,20
14,81
17,59
8,11
14,20
17,59
0,68
0,39
2,27
8,11
14,20
17,59
21,73
21,40
24,33
24,47
28,41
21,73
21,40
24,33
28,41
29,97
31,47
31,96
33,20
35,6
42,0
29,97
31,47
33,20
35,6
42,0
21,73
21,40
35,6
42,0
0,68
0,39
2,27
8,11
42,0
45,98
48,50
49,98
51,18
56,11
45,98
48,50
51,18
56,11
56,77
57,52
58,29
58,41
60,1
60,4
56,77
57,52
58,29
60,1
60,4
45,98
48,50
51,18
60,1
60,4
63,55
66,42
70,71
70,22
73,24
63,55
70,22
73,24
78,88
78,3
82,83
83,65
93,30
96,23
97,50
78,88
78,3
96,23
97,50
63,55
70,22
78,3
96,23
97,50
45,98
48,50
51,18
60,1
78,3
96,23
97,50
0,68
0,39
2,27
8,11
42,0
60,1
78,3
96,23
97,50
0,9
2,83
2,86
3,21
3,42
0,9
3,21
3,42
5,55
7,2
7,71
9,11
9,67
5,55
7,2
9,11
9,67
0,9
7,2
9,11
9,67
11,55
16,6
18,37
18,23
19,28
11,55
16,6
19,28
21,38
27,95
31,90
33,0
34,22
21,38
33,0
34,22
11,55
16,6
33,0
34,22
0,9
7,2
33,0
34,22
35,33
38,46
38,50
42,22
44,50
35,33
42,22
44,50
44,54
54,34
62,94
64,48
65,24
67,14
44,54
54,34
67,14
35,33
42,22
67,14
68,64
71,65
72,88
80,43
68,64
80,43
80,81
91,27
92,46
96,22
80,81
91,27
96,22
68,64
80,43
91,27
96,22
35,33
42,22
67,14
96,22
0,9
7,2
33,0
96,22
0,66
2,22
5,20
9,48
12,10
16,39
0,66
2,22
12,10
16,39
18,20
21,5
26,9
27,12
34,50
18,20
21,5
26,9
27,12
34,50
0,66
2,22
12,10
21,5
26,9
27,12
34,50
35,33
37,15
38,86
43,40
44,19
45,13
35,33
37,15
45,13
45,41
48,8
50,81
53,33
45,41
48,8
53,33
35,33
37,15
48,8
53,33
0,66
2,22
12,10
21,5
48,8
53,33
54,16
57,4
57,6
58,44
58,95
54,16
57,4
58,44
58,95
70,32
70,19
71,55
73,96
73,59
74,59
70,32
70,19
74,59
54,16
57,4
70,19
74,59
74,94
74,82
78,55
80,23
82,19
85,53
74,94
74,82
80,23
82,19
85,53
86,66
87,46
91,67
95,95
98,29
99,88
86,66
87,46
98,29
99,88
74,94
74,82
80,23
82,19
98,29
99,88
54,16
57,4
82,19
98,29
99,88
0,66
2,22
12,10
21,5
57,4
82,19
98,29
99,88
4,86
5,70
11,41
11,97
15,2
15,32
4,86
5,70
15,2
15,32
17,71
19,24
21,94
29,19
17,71
19,24
29,19
4,86
5,70
15,2
29,19
30,69
34,2
34,88
35,1
36,75
30,69
34,2
35,1
36,75
37,15
39,6
39,12
43,78
46,8
47,16
47,20
37,15
39,6
46,8
47,16
47,20
30,69
34,2
35,1
46,8
47,16
47,20
4,86
5,70
15,2
35,1
46,8
47,16
47,20
48,53
53,7
57,62
61,47
48,53
53,7
61,47
61,52
62,18
62,99
64,80
64,16
65,10
61,52
62,18
65,10
48,53
53,7
65,10
74,14
74,0
75,68
78,67
82,41
83,69
74,14
74,0
82,41
83,69
85,94
88,22
89,94
99,18
85,94
88,22
99,18
74,14
74,0
99,18
48,53
53,7
74,0
99,18
4,86
5,70
15,2
35,1
74,0
99,18
